,GPS_time,SatPRN,Pseudo_range,CN0,SatX,SatY,SatZ
2339,1.397062476426043e+18,02,-472.31842041015625,41.6,14653374.249863356,-4762388.138209628,22101358.971893217
2340,1.397062476426043e+18,03,-472.6816101074219,47.8,23124813.866711963,-12033968.727777198,4582153.103059772
2341,1.397062476426043e+18,08,217.04000854492188,46.7,25061420.9097182,4812897.767542443,8006876.631675565
2342,1.397062476426043e+18,10,400.2937316894531,38.5,-1716161.819537173,17387704.09674189,20110785.159304604
2343,1.397062476426043e+18,21,-309.0710144042969,47.1,15777297.847819904,2008807.8759215162,21835472.70025934
2344,1.397062476426043e+18,27,579.57861328125,48.5,23079591.24600617,13306164.822195748,-3155359.789657256
2345,1.397062476426043e+18,32,295.9486694335937,44.3,7714801.548702973,17811639.301849864,18428234.307846975
2369,1.397062476426043e+18,03,-472.7202453613281,39.9,23124813.866711963,-12033968.727777198,4582153.103059772
2370,1.397062476426043e+18,08,217.08067321777344,38.6,25061420.9097182,4812897.767542443,8006876.631675565
2371,1.397062476426043e+18,10,400.4106140136719,36.6,-1716161.819537173,17387704.09674189,20110785.159304604
2372,1.397062476426043e+18,27,579.3005981445312,30.5,23079591.24600617,13306164.822195748,-3155359.789657256
2373,1.397062476426043e+18,28,-460.3213806152344,23.7,5159336.257351287,25845578.91103505,-3321481.261876719
2374,1.397062476426043e+18,32,296.4669494628906,23.7,7714801.548702973,17811639.301849864,18428234.307846975
2391,1.397062477426043e+18,02,-472.6525268554688,43.7,14653834.65703083,-4759736.505624562,22101658.12039951
2392,1.397062477426043e+18,03,-472.6683044433594,44.7,23124437.915212646,-12033451.814843778,4585316.570744954
2393,1.397062477426043e+18,08,217.0220947265625,46.4,25062253.714144073,4813538.8438442135,8003965.757148232
2394,1.397062477426043e+18,10,399.3040771484375,35.3,-1718291.8454869436,17389038.85090317,20109404.28968303
2395,1.397062477426043e+18,21,-309.5943603515625,48.5,15777742.233707594,2011424.2044639112,21834998.296401735
2396,1.397062477426043e+18,27,579.6945190429688,48.0,23079164.51630829,13306223.70963122,-3158478.1646906543
2397,1.397062477426043e+18,28,-460.8948974609375,36.5,5159107.60950717,25846026.228399623,-3318341.3086655997
2398,1.397062477426043e+18,32,295.26776123046875,40.5,7712670.010448142,17810791.77479933,18429945.62959314
2426,1.397062477426043e+18,03,-472.7361450195313,37.1,23124437.915212646,-12033451.814843778,4585316.570744954
2427,1.397062477426043e+18,08,216.95925903320312,37.6,25062253.714144073,4813538.8438442135,8003965.757148232
2428,1.397062477426043e+18,10,399.3663940429688,32.7,-1718291.8454869436,17389038.85090317,20109404.28968303
2429,1.397062477426043e+18,27,579.5162963867188,31.0,23079164.51630829,13306223.70963122,-3158478.1646906543
2430,1.397062477426043e+18,32,295.4093933105469,28.4,7712670.010448142,17810791.77479933,18429945.62959314
2447,1.397062478426043e+18,02,-471.6126708984375,45.7,14654295.230230082,-4757084.868543865,22101956.818440337
2448,1.397062478426043e+18,03,-471.05224609375,46.8,23124061.664945316,-12032934.65233387,4588479.939953472
2449,1.397062478426043e+18,08,218.5237274169922,47.1,25063086.223167893,4814179.724018709,8001054.71582249
2450,1.397062478426043e+18,10,399.7120056152344,40.3,-1720421.6496953564,17390373.64163696,20108022.996108662
2451,1.397062478426043e+18,21,-308.7460632324219,43.8,15778186.766107801,2014040.4382376876,21834523.45105086
2452,1.397062478426043e+18,27,581.2407836914062,46.4,23078737.44139002,13306282.455341808,-3161596.474476482
2453,1.397062478426043e+18,28,-460.238525390625,36.6,5158878.942803452,25846473.170390185,-3315201.260332682
2454,1.397062478426043e+18,32,295.773681640625,39.3,7710538.229433278,17809944.283182144,18431656.56806545
2481,1.397062478426043e+18,03,-471.202880859375,39.4,23124061.664945316,-12032934.65233387,4588479.939953472
2482,1.397062478426043e+18,08,218.38771057128903,38.0,25063086.223167893,4814179.724018709,8001054.71582249
2483,1.397062478426043e+18,10,399.7615356445313,34.4,-1720421.6496953564,17390373.64163696,20108022.996108662
2484,1.397062478426043e+18,27,581.0971069335938,25.4,23078737.44139002,13306282.455341808,-3161596.474476482
2485,1.397062478426043e+18,28,-460.1684875488281,29.0,5158878.942803452,25846473.170390185,-3315201.260332682
2486,1.397062478426043e+18,32,295.76617431640625,27.8,7710538.229433278,17809944.283182144,18431656.56806545
2503,1.397062479426043e+18,02,-469.4259643554688,34.2,14654755.969465464,-4754433.226976068,22102255.066017266
2504,1.397062479426043e+18,03,-470.0345153808594,46.3,23123685.11597658,-12032417.240245814,4591643.210407957
2505,1.397062479426043e+18,08,219.0185546875,46.7,25063918.436738558,4814820.408091076,7998143.507797755
2506,1.397062479426043e+18,10,398.12689208984375,39.6,-1722551.2321699653,17391708.468917526,20106641.27857886
2507,1.397062479426043e+18,21,-308.0569152832031,37.1,15778631.44499109,2016656.5771151646,21834048.164232075
2508,1.397062479426043e+18,27,581.2557983398438,46.9,23078310.02123754,13306341.059378147,-3164714.718959284
2509,1.397062479426043e+18,28,-461.9759216308594,32.6,5158650.258991355,25846919.73347343,-3312061.141703328
2510,1.397062479426043e+18,32,294.6116943359375,39.8,7708406.205485618,17809096.826963175,18433367.123397484
2534,1.397062479426043e+18,03,-470.0845336914063,37.4,23123685.11597658,-12032417.240245814,4591643.210407957
2535,1.397062479426043e+18,08,219.0290985107422,38.3,25063918.436738558,4814820.408091076,7998143.507797755
2536,1.397062479426043e+18,10,398.270751953125,31.6,-1722551.2321699653,17391708.468917526,20106641.27857886
2537,1.397062479426043e+18,27,581.4156494140625,27.5,23078310.02123754,13306341.059378147,-3164714.718959284
2538,1.397062479426043e+18,28,-461.3377075195313,33.3,5158650.258991355,25846919.73347343,-3312061.141703328
2555,1.397062480426043e+18,02,-470.4630432128906,30.9,14655216.874701552,-4751781.5811582785,22102552.863106217
2556,1.397062480426043e+18,03,-468.5738525390625,46.5,23123308.26833701,-12031899.578529123,4594806.3821322825
2557,1.397062480426043e+18,08,219.69253540039065,47.2,25064750.354815267,4815460.896093879,7995232.133137842
2558,1.397062480426043e+18,10,394.535888671875,32.9,-1724680.5928589283,17393043.33268215,20105259.137129318
2559,1.397062480426043e+18,21,-308.0473937988281,34.1,15779076.270322137,2019272.6209344207,21833572.43597703
2560,1.397062480426043e+18,27,581.0964965820312,46.2,23077882.255840134,13306399.521789992,-3167832.8980632476
2561,1.397062480426043e+18,28,-472.4611206054688,33.4,5158421.557996161,25847365.917689744,-3308920.952527356
2562,1.397062480426043e+18,32,292.8845520019531,36.0,7706273.938782313,17808249.406246,18435077.295442387
2586,1.397062480426043e+18,03,-468.6243896484375,38.5,23123308.26833701,-12031899.578529123,4594806.3821322825
2587,1.397062480426043e+18,08,219.72537231445312,38.5,25064750.354815267,4815460.896093879,7995232.133137842
2588,1.397062480426043e+18,10,397.9776916503906,25.6,-1724680.5928589283,17393043.33268215,20105259.137129318
2589,1.397062480426043e+18,28,-462.4714050292969,30.9,5158421.557996161,25847365.917689744,-3308920.952527356
2590,1.397062480426043e+18,32,294.45379638671875,23.2,7706273.938782313,17808249.406246,18435077.295442387
2600,1.3970624814260431e+18,02,-468.90673828125,39.7,14655677.945998427,-4749129.930778474,22102850.209744718
2601,1.3970624814260431e+18,03,-466.363037109375,47.4,23122931.122066494,-12031381.667145435,4597969.455073737
2602,1.3970624814260431e+18,08,220.9523162841797,42.9,25065581.977389574,4816101.188085055,7992320.591793044
2603,1.3970624814260431e+18,10,394.535888671875,35.2,-1726809.731534155,17394378.23275745,20103876.571910348
2604,1.3970624814260431e+18,21,-306.6128234863281,35.2,15779521.242155856,2021888.570063693,21833096.266220856
2605,1.3970624814260431e+18,27,581.3758544921875,43.0,23077454.145184655,13306457.842628138,-3170951.0117267556
2606,1.3970624814260431e+18,28,-466.07562255859375,36.2,5158192.839763435,25847811.72303976,-3305780.692833544
2607,1.3970624814260431e+18,32,293.2044982910156,39.2,7704141.42922871,17807402.02102658,18436787.084270936
2634,1.3970624814260431e+18,03,-466.4261779785156,38.0,23122931.122066494,-12031381.667145435,4597969.455073737
2635,1.3970624814260431e+18,08,220.8959808349609,37.1,25065581.977389574,4816101.188085055,7992320.591793044
2636,1.3970624814260431e+18,10,398.1272277832031,29.3,-1726809.731534155,17394378.23275745,20103876.571910348
2637,1.3970624814260431e+18,27,580.9951782226562,26.4,23077454.145184655,13306457.842628138,-3170951.0117267556
2638,1.3970624814260431e+18,28,-463.8123474121094,33.3,5158192.839763435,25847811.72303976,-3305780.692833544
2655,1.3970624824260431e+18,02,-468.28216552734375,45.4,14656139.183274623,-4746478.276338216,22103147.10587909
2656,1.3970624824260431e+18,03,-464.9938354492188,45.0,23122553.677212585,-12030863.506067766,4601132.429113312
2657,1.3970624824260431e+18,08,221.29833984375,43.3,25066413.304373063,4816741.284060958,7989408.883993643
2658,1.3970624824260431e+18,10,395.1364440917969,36.7,-1728938.6483839108,17395713.169231117,20102493.582801882
2659,1.3970624824260431e+18,21,-306.9313049316406,40.5,15779966.360428533,2024504.424174171,21832619.6550255
2660,1.3970624824260431e+18,27,580.68505859375,45.9,23077025.68924538,13306516.021944586,-3174069.0599825243
2661,1.3970624824260431e+18,28,-466.4285583496094,37.3,5157964.104241788,25848257.14951823,-3302640.362692305
2662,1.3970624824260431e+18,32,291.051513671875,36.1,7702008.676850181,17806554.671348277,18438496.4898579
2691,1.3970624824260431e+18,03,-465.03460693359375,34.9,23122553.677212585,-12030863.506067766,4601132.429113312
2692,1.3970624824260431e+18,08,221.2433624267578,37.4,25066413.304373063,4816741.284060958,7989408.883993643
2693,1.3970624824260431e+18,10,394.3209228515625,26.2,-1728938.6483839108,17395713.169231117,20102493.582801882
2694,1.3970624824260431e+18,28,-466.5257263183594,33.9,5157964.104241788,25848257.14951823,-3302640.362692305
2709,1.3970624834260431e+18,02,-468.0102233886719,47.0,14656600.586569848,-4743826.6176426355,22103443.55153368
2710,1.3970624834260431e+18,03,-464.29486083984375,43.1,23122175.933814075,-12030345.09525576,4604295.304208969
2711,1.3970624834260431e+18,08,221.4302215576172,43.1,25067244.335771523,4817381.184089988,7986497.009640411
2712,1.3970624834260431e+18,10,392.4426574707031,32.8,-1731067.34340348,17397048.14206978,20101110.169809174
2713,1.3970624834260431e+18,21,-306.731201171875,43.3,15780411.625091847,2027120.1830278318,21832142.602436572
2714,1.3970624834260431e+18,27,580.1809692382812,44.5,23076596.88801959,13306574.059788425,-3177187.0426945253
2715,1.3970624834260431e+18,28,-469.0738830566406,31.3,5157735.351393877,25848702.197092824,-3299499.962364908
2716,1.3970624834260431e+18,32,290.7722473144531,39.8,7699875.681824366,17805707.35731489,18440205.512056135
2738,1.3970624834260431e+18,03,-464.3477478027344,34.3,23122175.933814075,-12030345.09525576,4604295.304208969
2739,1.3970624834260431e+18,08,221.35047912597656,36.6,25067244.335771523,4817381.184089988,7986497.009640411
2740,1.3970624834260431e+18,10,393.008544921875,28.8,-1731067.34340348,17397048.14206978,20101110.169809174
2741,1.3970624834260431e+18,27,580.6893920898438,26.7,23076596.88801959,13306574.059788425,-3177187.0426945253
2742,1.3970624834260431e+18,28,-468.6020812988281,35.4,5157735.351393877,25848702.197092824,-3299499.962364908
2759,1.3970624844260431e+18,02,-466.9581298828125,43.1,14657062.155871363,-4741174.954798028,22103739.546699144
2760,1.3970624844260431e+18,03,-463.8739929199219,39.0,23121797.89190345,-12029826.434661869,4607458.080367638
2761,1.3970624844260431e+18,08,222.1034698486328,45.1,25068075.071484085,4818020.888159111,7983584.9690073645
2762,1.3970624844260431e+18,10,394.3979797363281,35.6,-1733195.8163195755,17398383.151071776,20099726.333111953
2763,1.3970624844260431e+18,21,-305.5059509277344,48.2,15780857.036160279,2029735.8467555195,21831665.108432386
2764,1.3970624844260431e+18,27,580.693359375,38.7,23076167.741511215,13306631.9562077,-3180304.9596798853
2765,1.3970624844260431e+18,28,-466.7998962402344,38.1,5157506.581170779,25849146.86575322,-3296359.4919587276
2766,1.3970624844260431e+18,31,-570.9761352539062,30.5,10448068.926281344,20484491.452334188,-13149429.630749414
2767,1.3970624844260431e+18,32,291.9880065917969,35.8,7697742.44409677,17804860.078938365,18441914.15090414
2793,1.3970624844260431e+18,03,-463.6321716308594,30.4,23121797.89190345,-12029826.434661869,4607458.080367638
2794,1.3970624844260431e+18,08,222.23553466796875,33.3,25068075.071484085,4818020.888159111,7983584.9690073645
2795,1.3970624844260431e+18,27,581.5048217773438,27.2,23076167.741511215,13306631.9562077,-3180304.9596798853
2796,1.3970624844260431e+18,28,-466.844970703125,29.9,5157506.581170779,25849146.86575322,-3296359.4919587276
2811,1.3970624854260431e+18,02,-467.23284912109375,37.3,0.0,0.0,0.0
2812,1.3970624854260431e+18,03,-466.0468444824219,42.6,0.0,0.0,0.0
2813,1.3970624854260431e+18,08,220.4165802001953,45.7,0.0,0.0,0.0
2814,1.3970624854260431e+18,10,391.9098205566406,30.2,0.0,0.0,0.0
2815,1.3970624854260431e+18,21,-305.938720703125,50.0,0.0,0.0,0.0
2816,1.3970624854260431e+18,27,578.2046508789062,36.7,0.0,0.0,0.0
2817,1.3970624854260431e+18,28,-467.5533447265625,36.2,0.0,0.0,0.0
2818,1.3970624854260431e+18,32,289.8457946777344,33.7,0.0,0.0,0.0
2844,1.3970624854260431e+18,03,-466.0613098144531,33.6,0.0,0.0,0.0
2845,1.3970624854260431e+18,08,220.51597595214844,35.8,0.0,0.0,0.0
2846,1.3970624854260431e+18,27,578.5914306640625,32.7,0.0,0.0,0.0
2847,1.3970624854260431e+18,28,-467.8028869628906,34.1,0.0,0.0,0.0
2861,1.3970624864260431e+18,02,-466.628662109375,38.1,0.0,0.0,0.0
2862,1.3970624864260431e+18,03,-466.5423278808594,37.8,0.0,0.0,0.0
2863,1.3970624864260431e+18,08,219.6897735595703,47.2,0.0,0.0,0.0
2864,1.3970624864260431e+18,10,392.41412353515625,31.0,0.0,0.0,0.0
2865,1.3970624864260431e+18,21,-305.1470642089844,45.9,0.0,0.0,0.0
2866,1.3970624864260431e+18,27,577.136474609375,46.4,0.0,0.0,0.0
2867,1.3970624864260431e+18,28,-469.9397277832031,34.1,0.0,0.0,0.0
2868,1.3970624864260431e+18,32,293.7601013183594,43.3,0.0,0.0,0.0
2892,1.3970624864260431e+18,03,-466.7110595703125,32.9,0.0,0.0,0.0
2893,1.3970624864260431e+18,08,219.8050079345703,35.3,0.0,0.0,0.0
2894,1.3970624864260431e+18,27,577.24755859375,36.8,0.0,0.0,0.0
2895,1.3970624864260431e+18,28,-467.5457458496094,25.4,0.0,0.0,0.0
2896,1.3970624864260431e+18,32,293.2688293457031,21.8,0.0,0.0,0.0
2913,1.3970624874260431e+18,02,-465.8150634765625,37.6,0.0,0.0,0.0
2914,1.3970624874260431e+18,03,-466.88427734375,35.1,0.0,0.0,0.0
2915,1.3970624874260431e+18,08,219.2628173828125,49.1,0.0,0.0,0.0
2916,1.3970624874260431e+18,10,395.1783447265625,35.1,0.0,0.0,0.0
2917,1.3970624874260431e+18,21,-303.9918518066406,45.3,0.0,0.0,0.0
2918,1.3970624874260431e+18,27,575.6749877929688,47.4,0.0,0.0,0.0
2919,1.3970624874260431e+18,28,-473.1081237792969,33.1,0.0,0.0,0.0
2920,1.3970624874260431e+18,32,294.03350830078125,39.5,0.0,0.0,0.0
2948,1.3970624874260431e+18,03,-466.8844604492188,29.7,0.0,0.0,0.0
2949,1.3970624874260431e+18,08,219.1638336181641,32.6,0.0,0.0,0.0
2950,1.3970624874260431e+18,10,394.7923278808594,21.2,0.0,0.0,0.0
2951,1.3970624874260431e+18,27,575.7159423828125,42.1,0.0,0.0,0.0
2952,1.3970624874260431e+18,32,294.7947082519531,31.2,0.0,0.0,0.0
2970,1.3970624884260431e+18,02,-464.0489196777344,44.2,0.0,0.0,0.0
2971,1.3970624884260431e+18,03,-465.6486206054688,34.4,0.0,0.0,0.0
2972,1.3970624884260431e+18,08,219.0903167724609,45.6,0.0,0.0,0.0
2973,1.3970624884260431e+18,10,398.1609802246094,40.1,0.0,0.0,0.0
2974,1.3970624884260431e+18,21,-303.0023193359375,42.9,0.0,0.0,0.0
2975,1.3970624884260431e+18,27,574.4947509765625,44.8,0.0,0.0,0.0
2976,1.3970624884260431e+18,28,-473.1528930664063,38.2,0.0,0.0,0.0
2977,1.3970624884260431e+18,32,295.449951171875,38.9,0.0,0.0,0.0
3003,1.3970624884260431e+18,08,219.1266326904297,33.0,0.0,0.0,0.0
3004,1.3970624884260431e+18,10,398.7401123046875,32.3,0.0,0.0,0.0
3005,1.3970624884260431e+18,27,574.3697509765625,41.6,0.0,0.0,0.0
3022,1.3970624894260431e+18,02,-462.2926940917969,42.1,0.0,0.0,0.0
3023,1.3970624894260431e+18,03,-465.9245300292969,34.3,0.0,0.0,0.0
3024,1.3970624894260431e+18,08,219.7879180908203,45.4,0.0,0.0,0.0
3025,1.3970624894260431e+18,10,399.2456359863281,31.3,0.0,0.0,0.0
3026,1.3970624894260431e+18,21,-301.39080810546875,40.7,0.0,0.0,0.0
3027,1.3970624894260431e+18,27,574.5537109375,36.3,0.0,0.0,0.0
3028,1.3970624894260431e+18,28,-470.6248168945313,29.4,0.0,0.0,0.0
3029,1.3970624894260431e+18,32,296.7782287597656,41.0,0.0,0.0,0.0
3052,1.3970624894260431e+18,08,220.07911682128903,37.0,0.0,0.0,0.0
3053,1.3970624894260431e+18,10,400.8062744140625,28.3,0.0,0.0,0.0
3054,1.3970624894260431e+18,27,574.8931884765625,41.4,0.0,0.0,0.0
3055,1.3970624894260431e+18,32,296.8236999511719,30.1,0.0,0.0,0.0
3070,1.3970624904260431e+18,02,-462.2896728515625,38.1,0.0,0.0,0.0
3071,1.3970624904260431e+18,03,-464.3004760742188,37.2,0.0,0.0,0.0
3072,1.3970624904260431e+18,08,219.41812133789065,42.7,0.0,0.0,0.0
3073,1.3970624904260431e+18,10,398.0943603515625,32.8,0.0,0.0,0.0
3074,1.3970624904260431e+18,21,-301.4537353515625,41.7,0.0,0.0,0.0
3075,1.3970624904260431e+18,27,575.5919189453125,36.6,0.0,0.0,0.0
3076,1.3970624904260431e+18,32,296.02081298828125,38.3,0.0,0.0,0.0
3097,1.3970624904260431e+18,03,-465.7874145507813,23.9,0.0,0.0,0.0
3098,1.3970624904260431e+18,08,221.34364318847656,34.7,0.0,0.0,0.0
3099,1.3970624904260431e+18,27,570.3560791015625,37.2,0.0,0.0,0.0
3100,1.3970624904260431e+18,32,298.3781433105469,28.2,0.0,0.0,0.0
3115,1.3970624914260431e+18,02,-461.2040710449219,42.3,0.0,0.0,0.0
3116,1.3970624914260431e+18,03,-464.3391723632813,44.1,0.0,0.0,0.0
3117,1.3970624914260431e+18,08,221.59410095214844,44.5,0.0,0.0,0.0
3118,1.3970624914260431e+18,10,401.5196533203125,33.1,0.0,0.0,0.0
3119,1.3970624914260431e+18,21,-300.2518310546875,44.1,0.0,0.0,0.0
3120,1.3970624914260431e+18,27,576.6849365234375,39.0,0.0,0.0,0.0
3121,1.3970624914260431e+18,28,-469.5496215820313,30.5,0.0,0.0,0.0
3122,1.3970624914260431e+18,32,297.9910888671875,41.5,0.0,0.0,0.0
3149,1.3970624914260431e+18,03,-463.7970886230469,33.0,0.0,0.0,0.0
3150,1.3970624914260431e+18,08,221.72552490234372,36.4,0.0,0.0,0.0
3151,1.3970624914260431e+18,10,402.1441040039063,26.6,0.0,0.0,0.0
3152,1.3970624914260431e+18,27,576.4410400390625,39.5,0.0,0.0,0.0
3153,1.3970624914260431e+18,32,298.4546203613281,31.1,0.0,0.0,0.0
3171,1.3970624924260431e+18,02,-461.06976318359375,42.7,0.0,0.0,0.0
3172,1.3970624924260431e+18,03,-463.5934143066406,34.8,0.0,0.0,0.0
3173,1.3970624924260431e+18,08,222.4735107421875,45.1,0.0,0.0,0.0
3174,1.3970624924260431e+18,10,401.4813537597656,35.8,0.0,0.0,0.0
3175,1.3970624924260431e+18,21,-299.97247314453125,43.8,0.0,0.0,0.0
3176,1.3970624924260431e+18,27,578.0075073242188,37.8,0.0,0.0,0.0
3177,1.3970624924260431e+18,28,-468.37933349609375,31.5,0.0,0.0,0.0
3178,1.3970624924260431e+18,32,298.25640869140625,42.0,0.0,0.0,0.0
3204,1.3970624924260431e+18,08,222.5352478027344,37.5,0.0,0.0,0.0
3205,1.3970624924260431e+18,10,401.6484680175781,33.6,0.0,0.0,0.0
3206,1.3970624924260431e+18,27,577.5167846679688,41.4,0.0,0.0,0.0
3207,1.3970624924260431e+18,28,-468.9345703125,19.7,0.0,0.0,0.0
3208,1.3970624924260431e+18,32,298.4320678710937,33.2,0.0,0.0,0.0
3227,1.3970624934260431e+18,02,-462.576416015625,43.3,0.0,0.0,0.0
3228,1.3970624934260431e+18,03,-465.4393005371094,29.7,0.0,0.0,0.0
3229,1.3970624934260431e+18,08,221.4944610595703,46.2,0.0,0.0,0.0
3230,1.3970624934260431e+18,10,400.4895629882813,39.4,0.0,0.0,0.0
3231,1.3970624934260431e+18,21,-301.545166015625,40.4,0.0,0.0,0.0
3232,1.3970624934260431e+18,27,576.5029907226562,40.8,0.0,0.0,0.0
3233,1.3970624934260431e+18,28,-469.0643615722656,32.0,0.0,0.0,0.0
3234,1.3970624934260431e+18,32,297.05889892578125,40.0,0.0,0.0,0.0
3261,1.3970624934260431e+18,08,221.44830322265625,36.7,0.0,0.0,0.0
3262,1.3970624934260431e+18,10,400.2903442382813,31.9,0.0,0.0,0.0
3263,1.3970624934260431e+18,27,576.638916015625,43.5,0.0,0.0,0.0
3264,1.3970624934260431e+18,32,297.1116027832031,30.8,0.0,0.0,0.0
3283,1.3970624944260431e+18,02,-461.3931579589844,44.7,0.0,0.0,0.0
3284,1.3970624944260431e+18,03,-463.9068298339844,38.0,0.0,0.0,0.0
3285,1.3970624944260431e+18,08,222.2774810791016,45.2,0.0,0.0,0.0
3286,1.3970624944260431e+18,10,401.9940185546875,38.5,0.0,0.0,0.0
3287,1.3970624944260431e+18,21,-300.1620483398437,44.2,0.0,0.0,0.0
3288,1.3970624944260431e+18,27,577.4688110351562,42.9,0.0,0.0,0.0
3289,1.3970624944260431e+18,28,-466.8284301757813,31.4,0.0,0.0,0.0
3290,1.3970624944260431e+18,32,297.0293884277344,37.8,0.0,0.0,0.0
3316,1.3970624944260431e+18,03,-463.9781494140625,24.6,0.0,0.0,0.0
3317,1.3970624944260431e+18,08,222.7902069091797,34.9,0.0,0.0,0.0
3318,1.3970624944260431e+18,10,401.7746276855469,28.9,0.0,0.0,0.0
3319,1.3970624944260431e+18,27,577.4111938476562,43.5,0.0,0.0,0.0
3320,1.3970624944260431e+18,32,298.046875,28.8,0.0,0.0,0.0
3337,1.3970624954260431e+18,02,-461.9106140136719,42.5,0.0,0.0,0.0
3338,1.3970624954260431e+18,03,-464.4307556152344,31.8,0.0,0.0,0.0
3339,1.3970624954260431e+18,08,221.26866149902344,44.5,0.0,0.0,0.0
3340,1.3970624954260431e+18,10,401.94830322265625,37.1,0.0,0.0,0.0
3341,1.3970624954260431e+18,21,-300.68072509765625,42.7,0.0,0.0,0.0
3342,1.3970624954260431e+18,27,576.443359375,45.8,0.0,0.0,0.0
3343,1.3970624954260431e+18,28,-469.0263366699219,29.7,0.0,0.0,0.0
3344,1.3970624954260431e+18,32,294.5365600585937,34.9,0.0,0.0,0.0
3369,1.3970624954260431e+18,08,222.24827575683597,28.8,0.0,0.0,0.0
3370,1.3970624954260431e+18,10,402.11865234375,27.1,0.0,0.0,0.0
3371,1.3970624954260431e+18,27,576.4153442382812,43.2,0.0,0.0,0.0
3388,1.3970624964260431e+18,03,-473.2889404296875,28.7,0.0,0.0,0.0
3389,1.3970624964260431e+18,08,215.70037841796875,45.3,0.0,0.0,0.0
3390,1.3970624964260431e+18,10,398.65570068359375,32.9,0.0,0.0,0.0
3391,1.3970624964260431e+18,21,-306.1254272460937,40.6,0.0,0.0,0.0
3392,1.3970624964260431e+18,27,570.95068359375,45.8,0.0,0.0,0.0
3393,1.3970624964260431e+18,28,-472.0614929199219,30.4,0.0,0.0,0.0
3394,1.3970624964260431e+18,32,292.7420654296875,36.9,0.0,0.0,0.0
3416,1.3970624964260431e+18,27,571.3178100585938,39.2,0.0,0.0,0.0
3429,1.3970624974260431e+18,02,-462.3946228027344,30.7,0.0,0.0,0.0
3430,1.3970624974260431e+18,03,-456.6572265625,31.2,0.0,0.0,0.0
3431,1.3970624974260431e+18,08,216.60177612304688,46.4,0.0,0.0,0.0
3432,1.3970624974260431e+18,10,395.9207458496094,36.4,0.0,0.0,0.0
3433,1.3970624974260431e+18,21,-304.6125793457031,42.4,0.0,0.0,0.0
3434,1.3970624974260431e+18,27,571.2426147460938,43.9,0.0,0.0,0.0
3435,1.3970624974260431e+18,28,-473.2944030761719,37.2,0.0,0.0,0.0
3436,1.3970624974260431e+18,32,306.410888671875,39.8,0.0,0.0,0.0
3459,1.3970624974260431e+18,10,396.1047058105469,24.4,0.0,0.0,0.0
3460,1.3970624974260431e+18,27,569.5278930664062,38.5,0.0,0.0,0.0
3461,1.3970624974260431e+18,32,292.5171203613281,24.2,0.0,0.0,0.0
3475,1.3970624984260434e+18,02,-458.702880859375,38.0,0.0,0.0,0.0
3476,1.3970624984260434e+18,03,-457.9439392089844,40.9,0.0,0.0,0.0
3477,1.3970624984260434e+18,08,229.87554931640625,48.9,0.0,0.0,0.0
3478,1.3970624984260434e+18,10,407.2665100097656,37.0,0.0,0.0,0.0
3479,1.3970624984260434e+18,21,-294.8219909667969,45.8,0.0,0.0,0.0
3480,1.3970624984260434e+18,27,586.7354125976562,46.9,0.0,0.0,0.0
3481,1.3970624984260434e+18,32,306.1730041503906,45.3,0.0,0.0,0.0
3502,1.3970624984260434e+18,03,-458.2827453613281,31.0,0.0,0.0,0.0
3503,1.3970624984260434e+18,27,586.8873291015625,41.1,0.0,0.0,0.0
3518,1.3970624994260431e+18,02,-463.6124877929688,42.7,0.0,0.0,0.0
3519,1.3970624994260431e+18,03,-463.1302490234375,37.5,0.0,0.0,0.0
3520,1.3970624994260431e+18,08,224.99282836914065,45.1,0.0,0.0,0.0
3521,1.3970624994260431e+18,10,399.227294921875,35.7,0.0,0.0,0.0
3522,1.3970624994260431e+18,21,-301.7677001953125,46.7,0.0,0.0,0.0
3523,1.3970624994260431e+18,27,582.5302734375,47.7,0.0,0.0,0.0
3524,1.3970624994260431e+18,32,298.5422058105469,39.1,0.0,0.0,0.0
3551,1.3970624994260431e+18,03,-462.0287170410156,32.2,0.0,0.0,0.0
3552,1.3970624994260431e+18,08,224.7710723876953,22.7,0.0,0.0,0.0
3553,1.3970624994260431e+18,27,582.6314697265625,39.6,0.0,0.0,0.0
3570,1.3970625004260431e+18,02,-465.7949523925781,43.3,0.0,0.0,0.0
3571,1.3970625004260431e+18,03,-463.1941223144531,35.7,0.0,0.0,0.0
3572,1.3970625004260431e+18,08,224.78448486328125,46.1,0.0,0.0,0.0
3573,1.3970625004260431e+18,10,396.81341552734375,35.9,0.0,0.0,0.0
3574,1.3970625004260431e+18,21,-303.58306884765625,51.6,0.0,0.0,0.0
3575,1.3970625004260431e+18,27,583.4297485351562,41.8,0.0,0.0,0.0
3576,1.3970625004260431e+18,32,297.419677734375,43.5,0.0,0.0,0.0
3602,1.3970625004260431e+18,03,-463.92718505859375,27.3,0.0,0.0,0.0
3603,1.3970625004260431e+18,08,224.07028198242188,31.0,0.0,0.0,0.0
3604,1.3970625004260431e+18,10,398.2962341308594,25.4,0.0,0.0,0.0
3605,1.3970625004260431e+18,27,583.3014526367188,35.9,0.0,0.0,0.0
3606,1.3970625004260431e+18,32,297.9704284667969,26.8,0.0,0.0,0.0
3622,1.3970625014260431e+18,02,-470.1109924316406,38.6,0.0,0.0,0.0
3623,1.3970625014260431e+18,03,-465.65814208984375,35.9,0.0,0.0,0.0
