,GPS_time,SatPRN,Pseudo_range,CN0,SatX,SatY,SatZ
6439,1.3970625554260431e+18,27,588.6300659179688,42.8,0.0,0.0,0.0
6440,1.3970625554260431e+18,28,-469.6960754394531,40.0,0.0,0.0,0.0
6441,1.3970625554260431e+18,32,299.11444091796875,46.8,0.0,0.0,0.0
6468,1.3970625554260431e+18,03,-446.2803649902344,23.9,0.0,0.0,0.0
6469,1.3970625554260431e+18,08,239.4026336669922,32.3,0.0,0.0,0.0
6470,1.3970625554260431e+18,10,393.2358703613281,40.4,0.0,0.0,0.0
6471,1.3970625554260431e+18,27,588.7444458007812,38.9,0.0,0.0,0.0
6472,1.3970625554260431e+18,28,-470.0467529296875,32.6,0.0,0.0,0.0
6473,1.3970625554260431e+18,32,299.1007995605469,29.9,0.0,0.0,0.0
6491,1.3970625564260431e+18,02,-456.8570556640625,31.7,0.0,0.0,0.0
6492,1.3970625564260431e+18,08,236.9822235107422,34.5,0.0,0.0,0.0
6493,1.3970625564260431e+18,10,392.6853942871094,41.2,0.0,0.0,0.0
6494,1.3970625564260431e+18,21,-294.4367370605469,38.4,0.0,0.0,0.0
6495,1.3970625564260431e+18,27,587.658447265625,43.5,0.0,0.0,0.0
6496,1.3970625564260431e+18,28,-470.1871337890625,34.3,0.0,0.0,0.0
6497,1.3970625564260431e+18,32,298.5892944335937,44.6,0.0,0.0,0.0
6523,1.3970625564260431e+18,03,-447.5802001953125,29.4,0.0,0.0,0.0
6524,1.3970625564260431e+18,10,392.6262817382813,33.3,0.0,0.0,0.0
6525,1.3970625564260431e+18,27,587.6471557617188,36.0,0.0,0.0,0.0
6526,1.3970625564260431e+18,28,-469.5588989257813,25.5,0.0,0.0,0.0
6527,1.3970625564260431e+18,32,298.5970458984375,30.1,0.0,0.0,0.0
6545,1.3970625574260431e+18,02,-453.6594543457031,35.4,0.0,0.0,0.0
6546,1.3970625574260431e+18,03,-446.2226867675781,35.9,0.0,0.0,0.0
6547,1.3970625574260431e+18,08,239.5201873779297,36.5,0.0,0.0,0.0
6548,1.3970625574260431e+18,10,393.3677368164063,43.5,0.0,0.0,0.0
6549,1.3970625574260431e+18,21,-293.2933349609375,40.0,0.0,0.0,0.0
6550,1.3970625574260431e+18,27,589.1221313476562,41.6,0.0,0.0,0.0
6551,1.3970625574260431e+18,28,-469.3593444824219,36.8,0.0,0.0,0.0
6552,1.3970625574260431e+18,32,299.6059265136719,45.4,0.0,0.0,0.0
6577,1.3970625574260431e+18,03,-446.3794555664063,30.0,0.0,0.0,0.0
6578,1.3970625574260431e+18,08,239.6785125732422,24.4,0.0,0.0,0.0
6579,1.3970625574260431e+18,10,393.3838806152344,35.5,0.0,0.0,0.0
6580,1.3970625574260431e+18,27,588.9425659179688,36.3,0.0,0.0,0.0
6581,1.3970625574260431e+18,28,-469.5334167480469,28.3,0.0,0.0,0.0
6582,1.3970625574260431e+18,32,299.579833984375,29.2,0.0,0.0,0.0
6601,1.3970625584260431e+18,02,-455.0111999511719,37.6,0.0,0.0,0.0
6602,1.3970625584260431e+18,03,-447.7895812988281,31.9,0.0,0.0,0.0
6603,1.3970625584260431e+18,08,239.97280883789065,42.9,0.0,0.0,0.0
6604,1.3970625584260431e+18,10,394.0892333984375,47.2,0.0,0.0,0.0
6605,1.3970625584260431e+18,21,-293.26324462890625,43.4,0.0,0.0,0.0
6606,1.3970625584260431e+18,27,589.60595703125,34.6,0.0,0.0,0.0
6607,1.3970625584260431e+18,28,-468.5125427246094,33.9,0.0,0.0,0.0
6608,1.3970625584260431e+18,32,300.02618408203125,50.3,0.0,0.0,0.0
6635,1.3970625584260431e+18,03,-446.1274719238281,28.4,0.0,0.0,0.0
6636,1.3970625584260431e+18,08,240.1754302978516,28.7,0.0,0.0,0.0
6637,1.3970625584260431e+18,10,393.52978515625,35.7,0.0,0.0,0.0
6638,1.3970625584260431e+18,27,589.1879272460938,27.6,0.0,0.0,0.0
6639,1.3970625584260431e+18,28,-468.6277465820313,29.6,0.0,0.0,0.0
6640,1.3970625584260431e+18,32,299.9621276855469,35.4,0.0,0.0,0.0
6659,1.3970625594260431e+18,02,-453.7742919921875,33.5,0.0,0.0,0.0
6660,1.3970625594260431e+18,08,239.9222412109375,41.3,0.0,0.0,0.0
6661,1.3970625594260431e+18,10,393.947021484375,49.2,0.0,0.0,0.0
6662,1.3970625594260431e+18,21,-293.5646667480469,42.4,0.0,0.0,0.0
6663,1.3970625594260431e+18,27,589.9528198242188,39.7,0.0,0.0,0.0
6664,1.3970625594260431e+18,28,-468.5329284667969,47.2,0.0,0.0,0.0
6665,1.3970625594260431e+18,32,300.2053527832031,49.3,0.0,0.0,0.0
6693,1.3970625594260431e+18,08,240.09898376464844,24.9,0.0,0.0,0.0
6694,1.3970625594260431e+18,10,393.9543151855469,39.8,0.0,0.0,0.0
6695,1.3970625594260431e+18,27,589.6060180664062,34.5,0.0,0.0,0.0
6696,1.3970625594260431e+18,28,-468.85943603515625,39.3,0.0,0.0,0.0
6697,1.3970625594260431e+18,32,300.1910400390625,33.5,0.0,0.0,0.0
6715,1.3970625604260431e+18,02,-455.2117309570313,36.2,0.0,0.0,0.0
6716,1.3970625604260431e+18,08,239.05426025390625,36.0,0.0,0.0,0.0
6717,1.3970625604260431e+18,10,394.2079162597656,47.1,0.0,0.0,0.0
6718,1.3970625604260431e+18,21,-294.2837829589844,45.7,0.0,0.0,0.0
6719,1.3970625604260431e+18,27,589.2552490234375,39.3,0.0,0.0,0.0
6720,1.3970625604260431e+18,28,-467.806884765625,45.2,0.0,0.0,0.0
6721,1.3970625604260431e+18,31,-568.749755859375,26.0,0.0,0.0,0.0
6722,1.3970625604260431e+18,32,300.4261474609375,49.4,0.0,0.0,0.0
6749,1.3970625604260431e+18,10,394.2374267578125,39.4,0.0,0.0,0.0
6750,1.3970625604260431e+18,27,589.51904296875,34.1,0.0,0.0,0.0
6751,1.3970625604260431e+18,28,-467.80560302734375,36.1,0.0,0.0,0.0
6752,1.3970625604260431e+18,32,300.4158020019531,34.0,0.0,0.0,0.0
6772,1.3970625614260431e+18,02,-456.55670166015625,36.0,0.0,0.0,0.0
6773,1.3970625614260431e+18,08,237.95899963378903,42.0,0.0,0.0,0.0
6774,1.3970625614260431e+18,10,394.5383911132813,41.4,0.0,0.0,0.0
6775,1.3970625614260431e+18,21,-295.2889404296875,41.5,0.0,0.0,0.0
6776,1.3970625614260431e+18,27,588.9208374023438,45.6,0.0,0.0,0.0
6777,1.3970625614260431e+18,28,-466.9043884277344,46.7,0.0,0.0,0.0
6778,1.3970625614260431e+18,31,-571.5184936523438,31.0,0.0,0.0,0.0
6779,1.3970625614260431e+18,32,300.8860168457031,48.5,0.0,0.0,0.0
6806,1.3970625614260431e+18,08,238.3024444580078,25.8,0.0,0.0,0.0
6807,1.3970625614260431e+18,10,394.9405212402344,36.6,0.0,0.0,0.0
6808,1.3970625614260431e+18,27,588.8976440429688,42.0,0.0,0.0,0.0
6809,1.3970625614260431e+18,28,-466.9400024414063,38.2,0.0,0.0,0.0
6810,1.3970625614260431e+18,32,300.7885131835937,35.4,0.0,0.0,0.0
6829,1.3970625624260431e+18,02,-459.9588623046875,35.3,0.0,0.0,0.0
6830,1.3970625624260431e+18,08,237.5956115722656,44.4,0.0,0.0,0.0
6831,1.3970625624260431e+18,10,396.1116638183594,43.9,0.0,0.0,0.0
6832,1.3970625624260431e+18,21,-296.0667419433594,41.1,0.0,0.0,0.0
6833,1.3970625624260431e+18,27,589.4913330078125,47.9,0.0,0.0,0.0
6834,1.3970625624260431e+18,28,-464.8048706054688,43.9,0.0,0.0,0.0
6835,1.3970625624260431e+18,32,301.8589782714844,50.0,0.0,0.0,0.0
6864,1.3970625624260431e+18,08,237.16845703125,30.1,0.0,0.0,0.0
6865,1.3970625624260431e+18,10,396.0947265625,36.8,0.0,0.0,0.0
6866,1.3970625624260431e+18,27,589.4628295898438,41.3,0.0,0.0,0.0
6867,1.3970625624260431e+18,28,-464.90826416015625,32.8,0.0,0.0,0.0
6868,1.3970625624260431e+18,32,301.5630798339844,29.1,0.0,0.0,0.0
6887,1.3970625634260431e+18,02,-461.4282836914063,36.6,0.0,0.0,0.0
6888,1.3970625634260431e+18,08,235.7969665527344,45.6,0.0,0.0,0.0
6889,1.3970625634260431e+18,10,396.3040771484375,40.5,0.0,0.0,0.0
6890,1.3970625634260431e+18,21,-298.2036437988281,47.1,0.0,0.0,0.0
6891,1.3970625634260431e+18,27,588.8721923828125,46.4,0.0,0.0,0.0
6892,1.3970625634260431e+18,28,-463.3946838378906,43.0,0.0,0.0,0.0
6893,1.3970625634260431e+18,32,301.8261413574219,50.2,0.0,0.0,0.0
6922,1.3970625634260431e+18,08,233.7268218994141,31.4,0.0,0.0,0.0
6923,1.3970625634260431e+18,10,396.11041259765625,36.1,0.0,0.0,0.0
6924,1.3970625634260431e+18,27,588.80712890625,38.5,0.0,0.0,0.0
6925,1.3970625634260431e+18,28,-463.75872802734375,35.1,0.0,0.0,0.0
6926,1.3970625634260431e+18,32,301.67730712890625,35.8,0.0,0.0,0.0
6946,1.3970625644260431e+18,02,-461.0751647949219,35.3,0.0,0.0,0.0
6947,1.3970625644260431e+18,08,235.89805603027344,43.5,0.0,0.0,0.0
6948,1.3970625644260431e+18,10,397.1428833007813,38.2,0.0,0.0,0.0
6949,1.3970625644260431e+18,21,-298.20233154296875,46.4,0.0,0.0,0.0
6950,1.3970625644260431e+18,27,589.5888671875,38.2,0.0,0.0,0.0
6951,1.3970625644260431e+18,28,-461.9721374511719,47.3,0.0,0.0,0.0
6952,1.3970625644260431e+18,32,302.91717529296875,50.3,0.0,0.0,0.0
6978,1.3970625644260431e+18,08,235.47384643554688,31.5,0.0,0.0,0.0
6979,1.3970625644260431e+18,10,397.3406066894531,33.8,0.0,0.0,0.0
6980,1.3970625644260431e+18,27,589.5974731445312,35.3,0.0,0.0,0.0
6981,1.3970625644260431e+18,28,-462.0159912109375,33.6,0.0,0.0,0.0
6982,1.3970625644260431e+18,32,303.6447448730469,35.1,0.0,0.0,0.0
7002,1.3970625654260431e+18,08,235.7513732910156,40.2,0.0,0.0,0.0
7003,1.3970625654260431e+18,10,396.07904052734375,42.2,0.0,0.0,0.0
7004,1.3970625654260431e+18,21,-298.42779541015625,46.9,0.0,0.0,0.0
7005,1.3970625654260431e+18,27,588.8268432617188,44.9,0.0,0.0,0.0
7006,1.3970625654260431e+18,28,-463.5701904296875,45.2,0.0,0.0,0.0
7007,1.3970625654260431e+18,32,301.8948669433594,49.5,0.0,0.0,0.0
7035,1.3970625654260431e+18,08,235.70773315429688,31.6,0.0,0.0,0.0
7036,1.3970625654260431e+18,10,395.9518127441406,33.3,0.0,0.0,0.0
7037,1.3970625654260431e+18,27,588.8982543945312,37.3,0.0,0.0,0.0
7038,1.3970625654260431e+18,28,-463.4278869628906,35.2,0.0,0.0,0.0
7039,1.3970625654260431e+18,32,301.91119384765625,36.0,0.0,0.0,0.0
7058,1.3970625664260431e+18,08,236.7863922119141,38.6,0.0,0.0,0.0
7059,1.3970625664260431e+18,10,395.2971496582031,39.8,0.0,0.0,0.0
7060,1.3970625664260431e+18,21,-297.3277587890625,45.7,0.0,0.0,0.0
7061,1.3970625664260431e+18,27,589.1805419921875,47.7,0.0,0.0,0.0
7062,1.3970625664260431e+18,28,-464.9855651855469,42.7,0.0,0.0,0.0
7063,1.3970625664260431e+18,32,301.4259033203125,50.9,0.0,0.0,0.0
7090,1.3970625664260431e+18,08,237.06651306152344,28.5,0.0,0.0,0.0
7091,1.3970625664260431e+18,10,395.7861633300781,28.2,0.0,0.0,0.0
7092,1.3970625664260431e+18,27,589.1951904296875,36.2,0.0,0.0,0.0
7093,1.3970625664260431e+18,28,-464.7081604003906,35.9,0.0,0.0,0.0
7094,1.3970625664260431e+18,32,301.4769287109375,36.2,0.0,0.0,0.0
7114,1.3970625674260431e+18,08,238.82220458984372,35.5,0.0,0.0,0.0
7115,1.3970625674260431e+18,10,394.5700073242188,36.8,0.0,0.0,0.0
7116,1.3970625674260431e+18,21,-296.1013488769531,40.8,0.0,0.0,0.0
7117,1.3970625674260431e+18,27,589.831298828125,47.7,0.0,0.0,0.0
7118,1.3970625674260431e+18,28,-466.1482849121094,38.7,0.0,0.0,0.0
7119,1.3970625674260431e+18,32,300.9707946777344,50.6,0.0,0.0,0.0
7146,1.3970625674260431e+18,08,238.30599975585935,31.6,0.0,0.0,0.0
7147,1.3970625674260431e+18,10,394.4737854003906,27.5,0.0,0.0,0.0
7148,1.3970625674260431e+18,27,589.8407592773438,35.9,0.0,0.0,0.0
7149,1.3970625674260431e+18,28,-465.976318359375,33.9,0.0,0.0,0.0
7150,1.3970625674260431e+18,32,301.1103515625,38.1,0.0,0.0,0.0
7168,1.3970625684260431e+18,08,238.86322021484372,36.7,0.0,0.0,0.0
7169,1.3970625684260431e+18,10,392.6246643066406,40.6,0.0,0.0,0.0
7170,1.3970625684260431e+18,21,-295.8518981933594,44.2,0.0,0.0,0.0
7171,1.3970625684260431e+18,27,589.5274658203125,41.0,0.0,0.0,0.0
7172,1.3970625684260431e+18,28,-468.1098327636719,47.2,0.0,0.0,0.0
7173,1.3970625684260431e+18,32,299.5696105957031,45.1,0.0,0.0,0.0
7202,1.3970625684260431e+18,03,-450.4595336914063,21.1,0.0,0.0,0.0
7203,1.3970625684260431e+18,08,238.9427947998047,33.5,0.0,0.0,0.0
7204,1.3970625684260431e+18,10,392.3002624511719,32.7,0.0,0.0,0.0
7205,1.3970625684260431e+18,27,588.5658569335938,30.5,0.0,0.0,0.0
7206,1.3970625684260431e+18,28,-468.1746215820313,38.2,0.0,0.0,0.0
7207,1.3970625684260431e+18,32,299.3223571777344,33.7,0.0,0.0,0.0
7224,1.3970625694260431e+18,02,-457.6848449707031,32.9,0.0,0.0,0.0
7225,1.3970625694260431e+18,03,-449.6829833984375,27.4,0.0,0.0,0.0
7226,1.3970625694260431e+18,08,239.113525390625,34.9,0.0,0.0,0.0
7227,1.3970625694260431e+18,10,392.2088317871094,37.3,0.0,0.0,0.0
7228,1.3970625694260431e+18,21,-295.0068054199219,40.8,0.0,0.0,0.0
7229,1.3970625694260431e+18,27,590.7325439453125,38.7,0.0,0.0,0.0
7230,1.3970625694260431e+18,28,-468.5372924804688,50.0,0.0,0.0,0.0
7231,1.3970625694260431e+18,32,299.50213623046875,48.3,0.0,0.0,0.0
7258,1.3970625694260431e+18,03,-447.337890625,26.7,0.0,0.0,0.0
7259,1.3970625694260431e+18,08,240.5162353515625,32.4,0.0,0.0,0.0
7260,1.3970625694260431e+18,10,391.59088134765625,29.9,0.0,0.0,0.0
7261,1.3970625694260431e+18,27,590.3983764648438,28.4,0.0,0.0,0.0
7262,1.3970625694260431e+18,28,-468.5411071777344,40.4,0.0,0.0,0.0
7263,1.3970625694260431e+18,32,299.52508544921875,33.1,0.0,0.0,0.0
7282,1.3970625704260431e+18,03,-446.781005859375,32.9,0.0,0.0,0.0
7283,1.3970625704260431e+18,08,240.2933349609375,33.9,0.0,0.0,0.0
7284,1.3970625704260431e+18,10,391.8135986328125,47.4,0.0,0.0,0.0
7285,1.3970625704260431e+18,21,-294.42803955078125,38.7,0.0,0.0,0.0
7286,1.3970625704260431e+18,27,591.06787109375,39.5,0.0,0.0,0.0
7287,1.3970625704260431e+18,28,-468.5003051757813,49.6,0.0,0.0,0.0
7288,1.3970625704260431e+18,32,299.7022705078125,49.4,0.0,0.0,0.0
7315,1.3970625704260431e+18,03,-445.55078125,29.3,0.0,0.0,0.0
7316,1.3970625704260431e+18,08,241.4933319091797,33.0,0.0,0.0,0.0
7317,1.3970625704260431e+18,10,392.01470947265625,40.1,0.0,0.0,0.0
7318,1.3970625704260431e+18,27,591.64697265625,25.9,0.0,0.0,0.0
7319,1.3970625704260431e+18,28,-468.4546813964844,40.3,0.0,0.0,0.0
7320,1.3970625704260431e+18,32,299.8172912597656,34.3,0.0,0.0,0.0
7337,1.3970625714260431e+18,02,-454.9328002929688,35.9,0.0,0.0,0.0
7338,1.3970625714260431e+18,03,-446.4955749511719,27.2,0.0,0.0,0.0
7339,1.3970625714260431e+18,08,241.4921875,30.0,0.0,0.0,0.0
7340,1.3970625714260431e+18,10,391.5178833007813,46.2,0.0,0.0,0.0
7341,1.3970625714260431e+18,21,-294.0694580078125,43.0,0.0,0.0,0.0
7342,1.3970625714260431e+18,27,591.0982055664062,38.9,0.0,0.0,0.0
7343,1.3970625714260431e+18,28,-468.9078979492188,47.1,0.0,0.0,0.0
7344,1.3970625714260431e+18,32,299.533447265625,50.4,0.0,0.0,0.0
7374,1.3970625714260431e+18,03,-445.3193664550781,32.7,0.0,0.0,0.0
7375,1.3970625714260431e+18,08,241.7193298339844,31.7,0.0,0.0,0.0
7376,1.3970625714260431e+18,10,391.5114135742188,41.0,0.0,0.0,0.0
7377,1.3970625714260431e+18,27,590.9717407226562,27.2,0.0,0.0,0.0
7378,1.3970625714260431e+18,28,-468.9075012207031,38.1,0.0,0.0,0.0
7379,1.3970625714260431e+18,32,299.5818176269531,34.1,0.0,0.0,0.0
7398,1.3970625724260431e+18,02,-455.5773010253906,39.7,0.0,0.0,0.0
7399,1.3970625724260431e+18,03,-446.2386474609375,31.4,0.0,0.0,0.0
7400,1.3970625724260431e+18,08,241.33995056152344,31.4,0.0,0.0,0.0
7401,1.3970625724260431e+18,10,390.3316650390625,45.3,0.0,0.0,0.0
7402,1.3970625724260431e+18,21,-294.8434143066406,43.3,0.0,0.0,0.0
7403,1.3970625724260431e+18,27,590.4356079101562,39.1,0.0,0.0,0.0
7404,1.3970625724260431e+18,28,-470.0498046875,47.0,0.0,0.0,0.0
7405,1.3970625724260431e+18,32,298.5028686523437,50.2,0.0,0.0,0.0
7432,1.3970625724260431e+18,03,-446.01275634765625,26.7,0.0,0.0,0.0
7433,1.3970625724260431e+18,08,241.29600524902344,32.4,0.0,0.0,0.0
7434,1.3970625724260431e+18,10,390.4440612792969,40.2,0.0,0.0,0.0
7435,1.3970625724260431e+18,27,590.7423706054688,28.5,0.0,0.0,0.0
7436,1.3970625724260431e+18,28,-469.8163146972656,36.8,0.0,0.0,0.0
7437,1.3970625724260431e+18,32,298.6536865234375,29.1,0.0,0.0,0.0
7456,1.3970625734260431e+18,02,-456.40032958984375,39.5,0.0,0.0,0.0
7457,1.3970625734260431e+18,03,-445.98095703125,38.8,0.0,0.0,0.0
7458,1.3970625734260431e+18,08,241.0160675048828,38.3,0.0,0.0,0.0
7459,1.3970625734260431e+18,10,389.383544921875,46.2,0.0,0.0,0.0
7460,1.3970625734260431e+18,21,-295.5936279296875,46.0,0.0,0.0,0.0
7461,1.3970625734260431e+18,27,590.441162109375,39.8,0.0,0.0,0.0
7462,1.3970625734260431e+18,28,-470.3583679199219,36.5,0.0,0.0,0.0
7463,1.3970625734260431e+18,32,297.7639465332031,47.9,0.0,0.0,0.0
7490,1.3970625734260431e+18,03,-446.7008361816406,27.9,0.0,0.0,0.0
7491,1.3970625734260431e+18,08,240.7539825439453,33.3,0.0,0.0,0.0
7492,1.3970625734260431e+18,10,389.2952575683594,42.7,0.0,0.0,0.0
7493,1.3970625734260431e+18,27,590.1944580078125,28.1,0.0,0.0,0.0
7494,1.3970625734260431e+18,28,-469.9793701171875,26.7,0.0,0.0,0.0
7495,1.3970625734260431e+18,32,297.3843078613281,28.1,0.0,0.0,0.0
7513,1.3970625744260431e+18,02,-455.7503662109375,40.0,0.0,0.0,0.0
7514,1.3970625744260431e+18,03,-444.3395690917969,37.3,0.0,0.0,0.0
7515,1.3970625744260431e+18,08,242.76687622070312,41.5,0.0,0.0,0.0
7516,1.3970625744260431e+18,10,390.49560546875,44.9,0.0,0.0,0.0
7517,1.3970625744260431e+18,21,-294.54949951171875,43.7,0.0,0.0,0.0
7518,1.3970625744260431e+18,27,591.318603515625,36.2,0.0,0.0,0.0
7519,1.3970625744260431e+18,28,-468.5125732421875,36.4,0.0,0.0,0.0
7520,1.3970625744260431e+18,32,299.080078125,46.1,0.0,0.0,0.0
7545,1.3970625744260431e+18,08,242.7491912841797,31.0,0.0,0.0,0.0
7546,1.3970625744260431e+18,10,390.4786987304688,43.8,0.0,0.0,0.0
7547,1.3970625744260431e+18,27,592.6153564453125,31.3,0.0,0.0,0.0
7548,1.3970625744260431e+18,32,299.1171569824219,34.9,0.0,0.0,0.0
7565,1.3970625754260431e+18,02,-456.333740234375,32.5,0.0,0.0,0.0
7566,1.3970625754260431e+18,03,-444.2500915527344,30.1,0.0,0.0,0.0
7567,1.3970625754260431e+18,08,242.7066650390625,42.2,0.0,0.0,0.0
7568,1.3970625754260431e+18,10,390.0556945800781,45.8,0.0,0.0,0.0
7569,1.3970625754260431e+18,21,-295.0361328125,46.3,0.0,0.0,0.0
7570,1.3970625754260431e+18,27,591.8662719726562,36.6,0.0,0.0,0.0
7571,1.3970625754260431e+18,28,-468.22662353515625,36.2,0.0,0.0,0.0
7572,1.3970625754260431e+18,32,298.8177490234375,46.7,0.0,0.0,0.0
7598,1.3970625754260431e+18,03,-444.8150939941406,23.2,0.0,0.0,0.0
7599,1.3970625754260431e+18,08,241.2465362548828,30.6,0.0,0.0,0.0
7600,1.3970625754260431e+18,10,390.0976257324219,42.6,0.0,0.0,0.0
7601,1.3970625754260431e+18,27,591.9273071289062,30.9,0.0,0.0,0.0
7602,1.3970625754260431e+18,28,-467.8897399902344,28.0,0.0,0.0,0.0
7603,1.3970625754260431e+18,32,298.9642639160156,33.9,0.0,0.0,0.0
7618,1.3970625764260431e+18,02,-457.2771301269531,36.8,0.0,0.0,0.0
7619,1.3970625764260431e+18,08,241.79928588867188,42.8,0.0,0.0,0.0
7620,1.3970625764260431e+18,10,389.1221923828125,45.2,0.0,0.0,0.0
7621,1.3970625764260431e+18,21,-296.3127746582031,43.7,0.0,0.0,0.0
7622,1.3970625764260431e+18,27,592.2363891601562,39.2,0.0,0.0,0.0
7623,1.3970625764260431e+18,28,-468.3902282714844,40.9,0.0,0.0,0.0
7624,1.3970625764260431e+18,32,297.98101806640625,46.5,0.0,0.0,0.0
7651,1.3970625764260431e+18,08,242.1503448486328,27.4,0.0,0.0,0.0
7652,1.3970625764260431e+18,10,389.1671752929688,39.4,0.0,0.0,0.0
7653,1.3970625764260431e+18,27,592.2286987304688,34.9,0.0,0.0,0.0
7654,1.3970625764260431e+18,28,-468.348876953125,35.4,0.0,0.0,0.0
7655,1.3970625764260431e+18,32,298.0382995605469,29.9,0.0,0.0,0.0
7671,1.3970625774260431e+18,02,-461.4402160644531,37.3,0.0,0.0,0.0
7672,1.3970625774260431e+18,08,239.80113220214844,42.2,0.0,0.0,0.0
7673,1.3970625774260431e+18,10,387.400146484375,44.1,0.0,0.0,0.0
7674,1.3970625774260431e+18,21,-298.57818603515625,42.4,0.0,0.0,0.0
7675,1.3970625774260431e+18,27,590.460693359375,43.1,0.0,0.0,0.0
7676,1.3970625774260431e+18,28,-471.41400146484375,37.9,0.0,0.0,0.0
7677,1.3970625774260431e+18,32,296.2996520996094,46.9,0.0,0.0,0.0
7705,1.3970625774260431e+18,03,-447.1212768554688,26.1,0.0,0.0,0.0
7706,1.3970625774260431e+18,10,387.2341613769531,39.4,0.0,0.0,0.0
7707,1.3970625774260431e+18,28,-471.04833984375,29.5,0.0,0.0,0.0
7708,1.3970625774260431e+18,32,295.02716064453125,28.2,0.0,0.0,0.0
7725,1.3970625784260431e+18,02,-455.4583740234375,35.2,0.0,0.0,0.0
7726,1.3970625784260431e+18,03,-458.6387634277344,37.2,0.0,0.0,0.0
7727,1.3970625784260431e+18,08,244.2027587890625,38.6,0.0,0.0,0.0
7728,1.3970625784260431e+18,10,392.4524841308594,43.8,0.0,0.0,0.0
7729,1.3970625784260431e+18,21,-294.1802062988281,42.9,0.0,0.0,0.0
7730,1.3970625784260431e+18,27,595.2072143554688,43.0,0.0,0.0,0.0
7731,1.3970625784260431e+18,28,-464.0311279296875,33.3,0.0,0.0,0.0
7732,1.3970625784260431e+18,32,301.3722229003906,48.1,0.0,0.0,0.0
7762,1.3970625784260431e+18,03,-444.3455810546875,33.0,0.0,0.0,0.0
7763,1.3970625784260431e+18,08,243.84495544433597,24.5,0.0,0.0,0.0
7764,1.3970625784260431e+18,10,392.4711608886719,45.2,0.0,0.0,0.0
7765,1.3970625784260431e+18,27,594.8450927734375,29.6,0.0,0.0,0.0
7766,1.3970625784260431e+18,32,301.5252685546875,35.3,0.0,0.0,0.0
7784,1.3970625794260431e+18,02,-457.9079895019531,35.1,0.0,0.0,0.0
7785,1.3970625794260431e+18,03,-458.5522766113281,43.5,0.0,0.0,0.0
7786,1.3970625794260431e+18,08,242.01315307617188,39.3,0.0,0.0,0.0
7787,1.3970625794260431e+18,10,391.4517822265625,45.5,0.0,0.0,0.0
7788,1.3970625794260431e+18,21,-296.1187744140625,44.8,0.0,0.0,0.0
7789,1.3970625794260431e+18,27,593.1351318359375,45.5,0.0,0.0,0.0
7790,1.3970625794260431e+18,32,300.2146911621094,50.4,0.0,0.0,0.0
7819,1.3970625794260431e+18,03,-447.09466552734375,35.2,0.0,0.0,0.0
7820,1.3970625794260431e+18,08,242.22637939453125,30.5,0.0,0.0,0.0
7821,1.3970625794260431e+18,10,391.5543212890625,41.9,0.0,0.0,0.0
7822,1.3970625794260431e+18,27,593.1237182617188,34.3,0.0,0.0,0.0
7823,1.3970625794260431e+18,28,-465.3287353515625,27.4,0.0,0.0,0.0
7824,1.3970625794260431e+18,32,300.260986328125,34.7,0.0,0.0,0.0
7842,1.3970625804260431e+18,02,-457.6364440917969,40.7,0.0,0.0,0.0
7843,1.3970625804260431e+18,03,-450.1587219238281,32.7,0.0,0.0,0.0
7844,1.3970625804260431e+18,08,241.69830322265625,41.2,0.0,0.0,0.0
7845,1.3970625804260431e+18,10,392.09765625,35.7,0.0,0.0,0.0
7846,1.3970625804260431e+18,21,-295.7796325683594,44.3,0.0,0.0,0.0
7847,1.3970625804260431e+18,27,592.8440551757812,45.8,0.0,0.0,0.0
7848,1.3970625804260431e+18,32,301.31427001953125,50.1,0.0,0.0,0.0
7878,1.3970625804260431e+18,03,-447.8938903808594,34.8,0.0,0.0,0.0
7879,1.3970625804260431e+18,08,241.5132751464844,26.3,0.0,0.0,0.0
7880,1.3970625804260431e+18,10,392.9299621582031,36.1,0.0,0.0,0.0
7881,1.3970625804260431e+18,27,592.94580078125,32.7,0.0,0.0,0.0
7882,1.3970625804260431e+18,28,-464.9104309082031,37.7,0.0,0.0,0.0
7883,1.3970625804260431e+18,32,301.4997863769531,32.2,0.0,0.0,0.0
7900,1.3970625814260431e+18,02,-458.3934326171875,40.0,0.0,0.0,0.0
7901,1.3970625814260431e+18,03,-451.4907836914063,33.5,0.0,0.0,0.0
7902,1.3970625814260431e+18,08,240.1820373535156,44.8,0.0,0.0,0.0
7903,1.3970625814260431e+18,10,392.673583984375,37.0,0.0,0.0,0.0
7904,1.3970625814260431e+18,21,-296.648681640625,45.4,0.0,0.0,0.0
7905,1.3970625814260431e+18,27,590.8729248046875,42.9,0.0,0.0,0.0
7906,1.3970625814260431e+18,28,-466.5635070800781,45.6,0.0,0.0,0.0
7907,1.3970625814260431e+18,32,300.8143920898437,46.3,0.0,0.0,0.0
7934,1.3970625814260431e+18,03,-450.102783203125,28.1,0.0,0.0,0.0
7935,1.3970625814260431e+18,08,239.2325592041016,27.3,0.0,0.0,0.0
7936,1.3970625814260431e+18,10,392.1487731933594,33.0,0.0,0.0,0.0
7937,1.3970625814260431e+18,27,592.141845703125,32.2,0.0,0.0,0.0
7938,1.3970625814260431e+18,28,-466.46435546875,37.2,0.0,0.0,0.0
7939,1.3970625814260431e+18,32,300.56988525390625,34.3,0.0,0.0,0.0
